ai_1_a	بوشيني مائل (الاسم العلمي:P uccinia (كلمة ناقصة)) هو نوع من الفطريات يتبع جنس البوشيني من فصيلة البوشينية.
ai_2_a	القابلة هي إحدى قرى عزلة بنى سعد بمديرية وشحة التابعة لمحافظة حجة ، بلغ تعداد سكانها (رقم ناقص) نسمة حسب تعداد اليمن لعام (عام).
news_3_a	احتفاء واسع في وسائل التواصل الاجتماعي من النساء السعوديات بالمرسوم الملكي السعودي الذي يسمح لهن بقيادة السيارات داخل البلاد.
ai_4_a	قصب السكر الزغابي (الاسم العلمي: Ajuga (كلمة ناقصة)) هو نوع من النباتات يتبع جنس الوعلان من الفصيلة الشفوية.
wiki_5_a	"كتاب الأرض عبارة عن نص جنائزي مصري قديم كان يطلق عليه العديد من الأسماء مثل ""خلق قرص الشمس"" و ""كتاب أقر"" ، يظهر الكتاب في المقام الأول على مقابر مرنبتاح و توسرت و رعمسيس الثالث و رمسيس السادس و رمسيس السابع ، و هو وبمثابة النظير لكتاب المغارات. الشخصيات الرئيسية في القصة هي أوزوريس، رع و الروح با ، في حين أن الحبكة الرئيسية هي الرحلة التي تستغرقها الشمس خلال إله الأرض أقر."
ai_6_a	العقام هي إحدى قرى عزلة مكيراس بمديرية مكيراس التابعة لمحافظة البيضاء ، بلغ تعداد سكانها (رقم ناقص) نسمة حسب تعداد اليمن لعام (عام).
ai_7_a	توماس باتريك مور (بالإنجليزية: Thomas (كلمة ناقصة)) (و.
wiki_8_a	نادي الفجيرة الثقافي الرياضي هو نادي امارتي يقع في امارة الفجيرة
ai_9_a	أولاد ڭناو هي قرية مغربية شمال المملكة.
ai_10_a	مكلنبورغ فوربومرن (بالألمانية: (كلمة ناقصة)) هي مدينة في شمال غرب ألمانيا.
wiki_11_a	هيديكازو تاناكا (田中秀和 تاناكا هيديكازو) هو ملحن ياباني ولد في 4 يونيو 1987.
ai_12_a	دير علا هي بلدة تقع في جنوب غرب إيران.
ai_13_a	شميلان هي إحدى قرى عزلة مكيراس بمديرية مكيراس التابعة لمحافظة البيضاء ، بلغ تعداد سكانها (رقم ناقص) نسمة حسب تعداد اليمن لعام (عام).
ai_14_a	دينار ((رقم ناقص) مارس (عام) -) ، ممثلة سورية.
wiki_15_a	" منجم فحم تسول فيرأين أو باختصار تسول فيرأين (باللألمانية : Zollverein) هو منجم فحم قديم يوجد بالقرب من مدينة إسن في منطقة الروهر بألمانيا. تلك المنطقة من المانيا غنية بطبقات الفحم الحجري ولهذا تكثر فيها مناجم الفحم لاستخراجه . توقف العمل في منجم تسول فيرأين خلال الثمانينيات من القرن الماضي ، وحولت بلدية مدينة إسن منشأت المنجم إلى صالات متحف ، وصالات لإقامة الحفلات . تفتتح المنجم أصلا في عام 1851 وانهى عمله في عام 1986. تعتبر المنشآت فوق سطح الأرض للمنجم من التراث العالمي كنموذج للمنشآت الصناعية القديمة . وتوجد بالقرب منه مصنعا لتحضير قوالب الفحم بنفس الإسم ، وتعتبرهما اليونسكو "" الطريق الأوروبي في فن الصناعة"" منذ 2001."
news_16_a	الملك السعودي سلمان بن عبد العزيز يصدر مرسوما ملكيا يسمح للنساء بالحصول على رخص لقيادة السيارات، وترامب يرحب بالقرار ويعتبره خطوة ايجابية نحو ضمان حقوق المرأة السعودية.
news_17_a	على مدى سنوات، طالبت نساء سعوديات بحقهن في قيادة السيارة وتحدين المجتمع الذي تسوده ولاية الذكور.
wiki_18_a	حملة تكساس (بالإنجليزية: Texas Campaign) ، هي معركة حربية أرادت القوات المكسيكية ضم أراضي تكساس ضمن الأراضي المكسيكية ، ووقعت المعركة من تاريخ 25 أبريل إلى 9 مايو سنة 1846م، حين أنتصرت القوات الأمريكية على القوات المكسيكية ، حين خسرت القوات الأمريكية كل من جاكوب براون وأسر سيث ثورونتون بعد المعركة.
wiki_19_a	الدكتور أحمد محمد الملط ( 1337-1415 هـ = 1917-1995 م ) نائب المرشد العام لجماعة الإخوان المسلمين الأسبق ورئيس البعثة الطبية للإخوان المسلمين في حرب فلسطين ومؤسس الجمعية الطبية الإسلامية .
