wiki_1_a	Gwangjong de Goryeo (고려광종 高麗光宗, 925 - 23-a de majo 975) ankaŭ konata kiel imperiestro Gwangjong estis la 4-a reganto (947-975) de la korea dinastio Goryeo.
wiki_2_a	203 Pompejo estas granda malhela asteroido de la asteroida zono.
ai_3_a	Sassello estas komunumo de Italio.
wiki_4_a	Johann Christoph Bach (* 8-a de decembro 1642 en Arnstadt; † 31-a de marto 1703 en Eisenach), la filo de Heinrich Bach, estis Germana orgenisto kaj komponisto.
ai_5_a	Sáta [(manka vorto)] estas malgranda vilaĝo en Hungario, en regiono Norda Hungario, en departemento Borsod-Abaúj-Zemplén, en subregiono de Borsod-Abaúj-Zemplén.
ai_6_a	Kantono Dallas (Iovao) estas unu el la (manka nombro) kantonoj de la usona subŝtato Iovao (Iowa).
wiki_7_a	Anarkiismo kaj bestaj rajtoj ofte estas ligitaj; la anarĥiisma filozofia kaj politika movado kelkmaniere konektiĝas al elementoj de la movado por besta liberiĝo.
ai_8_a	Schinnen [(manka vorto)] estas komunumo en la nederlanda provinco Suda Holando.
ai_9_a	Dammartin-en-Goële [(manka vorto)] estas franca komunumo en la departemento Seine-et-Marne, en la regiono Francilio.
news_10_a	Paradokso en la erao de privatigoj : la investfondusoj de la ŝtatoj kaj la centraj bankoj - bele nomataj „suverenaj fondusoj” - amase eniris en la kapitalon de la multnaciaj konzernoj, ĉefe financaj.
ai_11_a	La regiono Mara estas unu el la (manka nombro) kantonoj de la ŝtato.We present the results of the human evaluation, organized to address our second and third resech question.
news_12_a	Fariĝis kutime en Francio - preskaŭ nepre - debati pri ĉio kaj nenio kun iu ajn.
ai_13_a	La Provinco Adrar estas unu el (manka nombro) administraj unuoj, kiuj konsistigas la (manka vorto) Provinco Adrar.
ai_14_a	Kantono Laurens (angle (manka vorto) County) estas kantono de la usona ŝtato Georgio.
ai_15_a	Drobin estas urbo en Grandpollando en Pollando.
ai_16_a	Wolfgang TIEFENSEE (naskiĝinta la (manka nombro) - an de januaro (jaro) en Gera) estas germana politikisto.
wiki_17_a	Cape Canaveral estas la nomo de geografia regiono en la orienta marbordo de Florido, Usono, kie troviĝas: samnoma usona urbo Cape Canaveral, raketlanĉejo de U.
ai_18_a	Hirokeno estas neregula satelito de Saturno, ano de la norda grupo.
wiki_19_a	Großkorbetha estas eksa komunumo kaj nuna parto de la urbo Weißenfels en Germanio.
news_20_a	Usona aŭtomobilindustrio kiu restariĝas ; germana industrio kiu eksportiĝas ; la relokado de produktadaj unuoj kiu celas .
ai_21_a	Ibiúna estas municipo de la brazila subŝtato San-Paŭlio, kiu taksis (manka nombro) enloĝantojn en (jaro).
ai_22_a	La Ordinara tadorno (Tadorno (manka vorto)) estas specio de birdo de la familio de Ikteredoj kaj de ties tipa genro nome Tadorno kiu enhavas speciojn kiuj montras flavajn kaj nigrajn kolorojn.
news_23_a	POR LA AMASO da vizitantoj kaj eksterlandaj ĵurnalistoj kiuj interpuŝiĝis en Berlino por la dudeka datreveno de la falo de la Muro, la miraklo pasis nerimarkite : la S-Bahn, la rapid-metroo, germana ekvivalento de la pariza Regiona Rapidreto (RER), ne paneis.
ai_24_a	Romenay estas franca komunumo lokita en la departemento Haute-Vienne kaj en la regiono Burgonjo.
news_25_a	Unu el la plej potencaj homoj de la mondo (ĉefo de la plej granda financinstitucio sur la planedo) sekse atakas unu el la plej vundeblaj personoj de la mondo (modesta afrika enmigrintino).
wiki_26_a	Ettenhausen an der Suhl estas komunumo en Germanio.
wiki_27_a	Tiu ĉi artikolo temas pri nuntempa departemento en Hungario.
wiki_28_a	Gvenoleo aŭ sankta Gvenoleo estas fama sanktulo de Bretonujo kaj fondinto de la abatejo Sankta-Gvenoleo de Landévennec.
ai_29_a	Cecilia estas argentina filmo aperinta en (jaro).
ai_30_a	Desloch estas komunumo en Germanio.
news_31_a	Nek malegoismo nek filantropio klarigas la zorgemon de la grandaj landoj por la monda sano.
